City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,54.45,34,1,7.76,clear sky
471,Botad,IN,22.1667,71.6667,93.15,15,18,11.07,few clouds
472,Macomb,US,40.4592,-90.6718,45.0,75,1,9.22,clear sky
473,Cururupu,BR,-1.8283,-44.8683,74.8,97,90,2.75,overcast clouds
474,Isangel,VU,-19.55,169.2667,81.01,79,66,5.46,broken clouds
475,Maracacume,BR,-2.0428,-45.9592,73.06,98,94,2.55,overcast clouds
476,Taltal,CL,-25.4,-70.4833,62.33,82,46,1.63,scattered clouds
477,Porto Novo,BJ,6.4965,2.6036,82.4,83,40,10.36,scattered clouds
478,Lesnoy,RU,57.6198,63.0784,54.54,75,79,10.74,broken clouds
479,Mayumba,GA,-3.432,10.6554,77.5,88,100,3.29,overcast clouds
480,Ternate,ID,0.8,127.4,82.22,75,74,9.44,broken clouds
481,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,72,0,6.91,clear sky
482,Kingman,US,35.1894,-114.053,66.2,22,1,18.41,clear sky
483,Khandyga,RU,62.6667,135.6,24.03,72,20,3.42,few clouds
484,Kollo,NE,13.3043,2.339,80.6,16,0,7.63,clear sky
485,Verkhnyaya Inta,RU,65.9811,60.3094,37.0,99,100,8.93,overcast clouds
486,Guadalupe Y Calvo,MX,26.1,-106.9667,44.92,40,21,4.38,few clouds
487,Moengo,SR,5.6167,-54.4,72.95,97,74,1.86,broken clouds
488,Ishigaki,JP,24.3448,124.1572,77.0,78,75,14.97,broken clouds
489,Sitrah,BH,26.1547,50.6206,82.4,47,0,11.5,clear sky
490,Tabuk,PH,17.4189,121.4443,88.68,53,100,4.97,overcast clouds
491,Astoria,US,46.1879,-123.8313,53.6,35,1,10.36,clear sky
492,Eyl,SO,7.9803,49.8164,82.9,59,58,7.81,broken clouds
493,Touros,BR,-5.1989,-35.4608,75.2,100,75,5.75,broken clouds
494,Ilheus,BR,-14.7889,-39.0494,71.02,82,4,1.72,clear sky
495,Manturovo,RU,58.3353,44.7619,51.49,72,93,6.51,overcast clouds
496,Mitchell,US,43.7094,-98.0298,32.0,69,90,16.11,overcast clouds
497,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.02,99,100,0.78,overcast clouds
498,Pacific Grove,US,36.6177,-121.9166,52.0,76,90,6.91,overcast clouds
499,Belyy Yar,RU,53.6039,91.3903,46.4,39,40,11.18,scattered clouds
500,Grand Gaube,MU,-20.0064,57.6608,82.99,70,65,11.99,light rain
501,Mpophomeni,ZA,-29.5682,30.1862,66.0,96,8,5.77,clear sky
502,Port Blair,IN,11.6667,92.75,86.68,63,97,7.23,light rain
503,Sile,TR,41.1754,29.6133,59.0,58,40,6.91,scattered clouds
504,Uruguaiana,BR,-29.7547,-57.0883,61.54,72,9,7.58,clear sky
505,Borazjan,IR,29.2666,51.2159,77.0,61,0,9.22,clear sky
506,Mildura,AU,-34.2,142.15,73.4,35,75,13.8,broken clouds
507,Selaphum,TH,16.0299,103.9383,95.0,49,20,6.91,few clouds
508,Ilebo,CD,-4.3167,20.5833,68.58,98,99,1.41,light rain
509,Santa Fe,AR,-31.6333,-60.7,62.01,85,0,5.03,clear sky
510,Kadnikov,RU,59.5022,40.338,51.48,75,34,7.92,scattered clouds
511,Kyaikto,MM,17.3,97.0167,91.99,40,48,9.98,scattered clouds
512,Kinablangan,PH,7.6947,126.5503,82.06,82,96,5.99,overcast clouds
513,Mikhaylovka,RU,50.06,43.2379,52.0,59,78,4.0,broken clouds
514,Poplar Bluff,US,36.757,-90.3929,59.0,47,90,5.75,overcast clouds
515,Henties Bay,NA,-22.116,14.2845,80.46,33,0,11.65,clear sky
516,Kunming,CN,25.0389,102.7183,80.01,20,0,17.9,clear sky
517,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.29,83,81,3.2,broken clouds
518,Chongwe,ZM,-15.3292,28.682,63.34,85,92,8.28,overcast clouds
519,Polovinnoye,RU,54.7914,65.9864,44.35,76,64,11.79,broken clouds
520,Denpasar,ID,-8.65,115.2167,87.8,70,20,11.5,few clouds
521,Cidreira,BR,-30.1811,-50.2056,68.79,65,1,9.8,clear sky
522,Kasempa,ZM,-13.4584,25.8338,61.59,84,93,7.23,overcast clouds
523,Gimli,CA,50.6336,-96.9907,28.4,86,100,19.57,overcast clouds
524,Nkhotakota,MW,-12.9274,34.2961,70.74,86,64,11.32,broken clouds
525,Yabelo,ET,4.8833,38.0833,63.28,71,87,4.74,overcast clouds
526,Aksarka,RU,66.5606,67.7975,28.89,81,81,3.65,broken clouds
527,Sokolo,ML,14.7328,-6.1219,87.33,11,0,7.81,clear sky
528,Kanth,IN,29.0667,78.6333,100.98,8,40,11.1,scattered clouds
529,Northam,GB,51.0333,-4.2167,37.0,96,7,3.0,clear sky
530,Verkhoshizhemye,RU,58.011,49.1038,47.43,71,72,6.82,broken clouds
531,Aykhal,RU,66.0,111.5,23.34,83,86,13.35,overcast clouds
532,Sal Rei,CV,16.1833,-22.9167,69.8,78,40,16.11,scattered clouds
533,Lodwar,KE,3.1191,35.5973,83.91,51,99,10.69,overcast clouds
534,Wewak,PG,-3.5534,143.6268,83.73,71,27,7.81,scattered clouds
535,Esmeralda,CU,21.8525,-78.1169,68.0,83,1,8.05,light rain
536,Chinhoyi,ZW,-17.3667,30.2,58.03,66,16,4.74,few clouds
537,Enderby,GB,52.5878,-1.2062,39.0,83,86,4.81,overcast clouds
538,Tabas,IR,33.5959,56.9244,78.01,25,79,3.29,broken clouds
539,Port Hedland,AU,-20.3167,118.5667,91.4,49,2,10.36,clear sky
540,San Carlos,VE,9.6612,-68.5827,81.14,68,97,1.54,overcast clouds
541,Along,IN,28.1667,94.7667,88.25,29,45,3.56,scattered clouds
542,Naze,JP,28.3667,129.4833,68.0,64,75,16.11,broken clouds
543,Byron Bay,AU,-28.65,153.6167,77.0,57,0,12.66,clear sky
544,Dalvik,IS,65.9702,-18.5286,42.8,61,20,17.27,few clouds
545,Puerto Escondido,MX,15.85,-97.0667,80.6,78,1,4.61,clear sky
546,Makakilo City,US,21.3469,-158.0858,73.4,60,1,6.91,clear sky
547,Ko Samui,TH,9.5357,99.9357,86.0,79,40,5.75,scattered clouds
548,Siguiri,GN,11.6667,-9.5,81.3,54,86,7.09,overcast clouds
549,Dongsheng,CN,39.8161,109.9776,51.87,15,0,14.99,clear sky
550,Prince Rupert,CA,54.3161,-130.3201,44.6,81,20,2.3,few clouds
551,Warrnambool,AU,-38.3833,142.4833,61.0,78,53,10.0,broken clouds
552,Aksay,RU,47.26,39.87,53.6,76,0,8.95,clear sky
553,Daru,PG,-9.0763,143.2092,84.2,58,93,10.65,overcast clouds
554,Pandan,PH,14.0453,124.1694,81.57,83,93,9.48,overcast clouds
555,Frenstat,US,30.3974,-96.6533,73.4,78,90,3.44,light rain
556,Gushikawa,JP,26.3544,127.8686,71.6,64,90,12.66,overcast clouds
557,Muyezerskiy,RU,63.9333,31.65,33.78,81,92,7.45,overcast clouds
558,Ambulu,ID,-8.345,113.6058,86.43,63,6,6.69,clear sky
559,Kutum,SD,14.2,24.6667,64.78,13,7,6.58,clear sky
560,Soure,BR,-0.7167,-48.5233,78.24,87,97,7.65,overcast clouds
561,Garowe,SO,8.4054,48.4845,76.08,67,87,9.4,overcast clouds
562,Shalinskoye,RU,55.7228,93.7594,34.66,84,99,14.38,light snow
563,Kaseda,JP,31.4167,130.3167,64.4,55,75,12.66,volcanic ash
564,Ergani,TR,38.2653,39.7621,42.8,87,40,2.3,scattered clouds
565,Uvira,CD,-3.4067,29.1458,71.15,82,99,3.8,overcast clouds
566,Grandola,PT,38.1772,-8.5668,59.0,94,100,3.0,overcast clouds
567,Waterloo,CA,43.4668,-80.5164,48.0,87,75,2.3,broken clouds
568,Pirgos,GR,35.1167,25.7178,64.99,54,40,13.8,scattered clouds
569,Chekhov,RU,55.1431,37.4711,57.0,50,0,8.95,clear sky
570,Bessemer,US,33.4018,-86.9544,59.0,82,1,4.18,clear sky
571,Srednekolymsk,RU,67.45,153.6833,15.44,68,25,9.93,scattered clouds
572,San Francisco,US,37.7749,-122.4194,52.0,71,75,12.66,broken clouds
573,Juneau,US,58.3019,-134.4197,39.2,87,90,11.5,moderate rain
574,Carutapera,BR,-1.195,-46.02,76.5,93,98,5.3,overcast clouds
575,Mugango,TZ,-1.6833,33.7,66.2,94,40,3.89,light rain
576,Soderhamn,SE,61.3037,17.0592,30.99,98,12,8.08,few clouds
577,Kantunilkin,MX,21.0917,-87.45,80.6,83,40,11.5,scattered clouds
578,Maturin,VE,9.75,-63.1767,74.43,95,80,4.25,broken clouds
579,Ayolas,PY,-27.4,-56.9,65.03,71,100,3.49,overcast clouds
580,Strezhevoy,RU,60.7333,77.5889,37.4,87,90,6.71,overcast clouds
581,Harper,LR,4.375,-7.7169,79.75,84,84,5.86,broken clouds
582,Augusto Correa,BR,-1.0217,-46.635,75.09,96,99,2.04,overcast clouds
583,Yeppoon,AU,-23.1333,150.7333,80.6,36,0,6.91,clear sky
584,Codrington,AU,-38.2667,141.9667,63.3,59,21,20.74,few clouds
585,Sungaipenuh,ID,-2.0833,101.3833,82.24,47,82,2.44,broken clouds
586,Fasa,IR,28.9383,53.6482,66.2,52,20,1.7,few clouds
587,Jilotepec,MX,19.6,-96.9333,65.71,54,9,3.62,clear sky
588,Cove,BJ,7.221,2.3402,77.14,88,48,2.55,scattered clouds
589,Rantepao,ID,-2.9701,119.8978,76.05,88,58,2.17,broken clouds
590,Hajnowka,PL,52.7433,23.5812,36.0,86,100,5.01,overcast clouds
591,Pingzhuang,CN,42.0372,119.2889,59.13,11,25,13.76,scattered clouds
592,Elk City,US,35.412,-99.4043,50.0,71,90,5.75,overcast clouds
593,Labytnangi,RU,66.6572,66.4183,28.09,84,99,3.56,overcast clouds
594,Manicore,BR,-5.8092,-61.3003,75.2,100,0,2.3,clear sky
595,Suez,EG,29.9737,32.5263,59.95,53,0,8.28,clear sky
596,Lipari,IT,38.4674,14.954,51.01,80,62,3.0,broken clouds
597,Otradnoye,RU,59.7775,30.8181,39.99,75,90,8.95,light rain
598,La Ligua,CL,-32.4524,-71.2311,59.81,79,0,1.23,clear sky
599,Tucumcari,US,35.1717,-103.725,46.4,36,1,9.22,clear sky
600,Kaniama,CD,-7.5667,24.1833,65.66,96,100,2.39,overcast clouds
601,Fort Morgan,US,40.2503,-103.8,35.6,41,75,10.36,broken clouds
602,Dzilam Gonzalez,MX,21.2833,-88.9333,77.65,74,0,9.69,clear sky
603,Izhma,RU,65.0083,53.9113,45.86,86,100,8.08,overcast clouds
604,Betafo,MG,-19.8333,46.85,63.39,84,100,3.98,overcast clouds
605,Kununurra,AU,-15.7667,128.7333,95.0,20,55,9.22,broken clouds
606,Asfi,MA,32.2994,-9.2372,62.74,92,98,10.89,overcast clouds
607,Jepara,ID,-5.1695,105.7044,86.85,63,86,0.67,overcast clouds
608,Antsohihy,MG,-14.8796,47.9875,77.14,83,83,2.04,broken clouds
609,Xai-Xai,MZ,-25.0519,33.6442,70.14,89,10,3.31,clear sky
610,Mugur-Aksy,RU,50.35,90.5,22.66,48,15,11.14,few clouds
611,Zvishavane,ZW,-20.3267,30.0665,59.94,80,0,1.1,clear sky
612,Hualmay,PE,-11.0964,-77.6139,67.35,85,97,7.9,overcast clouds
613,Itarema,BR,-2.9248,-39.9167,77.7,88,69,7.83,broken clouds
614,Abasolo,MX,20.45,-101.5167,68.0,22,40,8.05,scattered clouds
615,Altay,CN,47.8667,88.1167,49.06,32,2,2.15,clear sky
616,Atambua,ID,-9.1061,124.8925,82.89,58,1,1.54,clear sky
617,Coari,BR,-4.085,-63.1414,74.39,97,100,2.06,overcast clouds
618,Novochernorechenskiy,RU,56.2669,91.0828,34.65,88,98,11.77,light snow
619,Belinskiy,RU,52.9647,43.4165,51.51,56,86,11.25,overcast clouds
620,Ondjiva,AO,-17.0667,15.7333,62.28,55,15,6.64,few clouds
621,Jhudo,PK,24.964,69.2968,88.32,26,0,11.45,clear sky
622,Gorssel,NL,52.2017,6.2014,36.0,94,33,4.0,scattered clouds
623,Jiexiu,CN,37.0244,111.9125,59.22,18,20,5.84,few clouds
624,Oktyabrskoye,RU,43.0645,44.7417,46.4,87,75,4.47,broken clouds
625,Ihosy,MG,-22.4,46.1167,69.4,77,62,7.18,broken clouds
626,Senador Guiomard,BR,-10.1522,-67.7392,71.6,100,0,3.44,clear sky
627,Livingston,GB,55.9029,-3.5226,30.99,93,22,1.14,fog
628,Batesville,US,35.7698,-91.641,60.8,59,90,3.44,overcast clouds
629,Jambi,ID,-1.6,103.6167,91.98,52,82,1.66,broken clouds
630,Namatanai,PG,-3.6667,152.4333,83.71,65,43,6.87,scattered clouds
631,Gorontalo,ID,0.5412,123.0595,84.51,75,93,2.17,overcast clouds
632,Auki,SB,-8.7676,160.7034,81.75,77,100,0.98,overcast clouds
633,At-Bashi,KG,41.1702,75.8106,48.96,47,18,1.39,few clouds
634,Nikolayevskaya,RU,47.6139,41.5023,54.27,55,99,9.51,light rain
635,Pangody,RU,65.85,74.4859,25.38,90,77,8.61,broken clouds
636,Jurm,AF,36.8648,70.8342,56.17,52,78,1.86,broken clouds
637,Burnie,AU,-41.0667,145.9167,58.93,70,49,18.12,scattered clouds
638,Saint-Leu,RE,-21.15,55.2833,82.4,69,100,3.44,light rain
639,Iberia,US,29.9502,-91.7507,69.8,72,1,11.5,clear sky
640,Sur,OM,22.5667,59.5289,88.09,39,26,3.15,scattered clouds
641,Berdigestyakh,RU,62.0989,126.6992,28.31,65,57,6.38,broken clouds
642,Yingkou,CN,40.6648,122.2283,52.81,27,1,10.11,clear sky
643,Key Largo,US,25.0865,-80.4473,77.0,83,1,14.14,clear sky
644,Launceston,AU,-41.45,147.1667,64.0,51,75,21.85,broken clouds
645,Amuntai,ID,-2.4177,115.2494,91.33,52,100,1.59,overcast clouds
646,Jaisalmer,IN,26.9147,70.9181,93.43,11,18,12.41,few clouds
647,Lalibela,ET,12.0333,39.0333,66.45,35,92,3.15,overcast clouds
648,Ayia Galini,GR,35.1,24.6833,59.0,76,42,3.51,scattered clouds
649,High Level,CA,58.5169,-117.136,33.8,69,1,2.3,clear sky
650,Malartic,CA,48.1335,-78.1328,50.0,81,90,3.44,overcast clouds
651,Boa Vista,BR,2.8197,-60.6733,75.2,94,90,9.22,moderate rain
652,Tilichiki,RU,60.4667,166.1,12.49,73,26,4.09,scattered clouds
653,Myitkyina,MM,25.3833,97.4,103.95,13,6,0.63,clear sky
654,Asvanyraro,HU,47.8273,17.4942,39.0,87,90,21.85,overcast clouds
655,Susanville,US,40.4163,-120.653,44.6,39,75,8.05,broken clouds
656,Marsh Harbour,BS,26.5412,-77.0636,72.72,66,0,18.57,clear sky
657,Kidal,ML,18.4411,1.4078,81.0,10,1,2.44,clear sky
658,Dehloran,IR,32.6941,47.2679,77.86,36,2,3.11,clear sky
659,Rio Cuarto,AR,-33.1307,-64.3499,55.99,92,0,5.99,clear sky
660,Paita,PE,-5.0892,-81.1144,70.09,77,96,12.1,overcast clouds
661,Ismailia,EG,30.6043,32.2723,59.7,60,0,8.66,clear sky
662,Makushino,RU,55.2103,67.2442,43.65,79,87,14.0,overcast clouds
663,Kirensk,RU,57.7853,108.1119,35.2,74,100,10.11,light snow
664,Kathmandu,NP,27.7167,85.3167,75.2,33,20,3.44,haze
665,Alpena,US,45.0617,-83.4327,41.0,75,75,5.66,broken clouds
666,Oranjemund,NA,-28.55,16.4333,74.21,38,0,3.74,clear sky
667,Gondanglegi,ID,-7.7479,112.0132,87.35,64,14,1.99,few clouds
668,Santiago Del Estero,AR,-27.7951,-64.2615,64.72,59,20,4.34,few clouds
669,Lebanon,US,36.2081,-86.2911,57.0,94,75,6.44,broken clouds
670,Barcelos,PT,41.5388,-8.6151,55.99,93,0,4.61,clear sky
671,Abatskoye,RU,56.2875,70.4555,48.06,82,100,17.65,overcast clouds
672,Bikapur,IN,26.6,82.1333,104.47,6,0,10.8,clear sky
673,Livingstone,ZM,-17.8419,25.8543,57.6,63,15,4.99,few clouds
674,Pombal,BR,-6.7703,-37.8017,74.26,86,15,4.76,few clouds
675,Pouembout,NC,-21.1333,164.9,74.79,93,100,6.71,overcast clouds
676,Kalmunai,LK,7.4167,81.8167,86.7,61,67,5.46,broken clouds
677,Nepa Nagar,IN,21.4667,76.4,98.51,11,61,8.39,broken clouds
678,Sierra Vista,US,31.5545,-110.3037,66.2,24,90,9.22,overcast clouds
679,Madang,PG,-5.2246,145.7966,83.73,70,83,7.54,broken clouds
680,Rivera,UY,-30.9053,-55.5508,55.33,92,12,6.04,few clouds
681,Pacifica,US,37.6138,-122.4869,51.01,87,90,4.61,haze
682,Dali,CN,25.7,100.1833,75.45,23,1,10.67,clear sky
683,Weligama,LK,5.9667,80.4167,86.41,63,68,4.43,broken clouds
684,Rawson,AR,-43.3002,-65.1023,68.54,47,2,16.82,clear sky
685,Marzuq,YE,14.4,46.4667,77.38,32,16,3.98,few clouds
686,Campbell River,CA,50.0163,-125.2446,46.0,65,75,2.3,broken clouds
687,Obo,CF,5.3998,26.4869,69.06,82,81,2.57,broken clouds
688,Ahipara,NZ,-35.1667,173.1667,62.22,82,44,20.87,scattered clouds
689,Gelemso,ET,8.8167,40.5167,69.67,49,76,6.44,broken clouds
690,Mount Darwin,ZW,-16.7725,31.5838,58.55,78,9,2.51,clear sky
691,Anaconda,US,46.1285,-112.9423,24.8,54,90,19.57,overcast clouds
692,Myanaung,MM,18.2833,95.3167,98.37,30,53,3.02,broken clouds
693,College,US,64.8569,-147.8028,44.6,39,75,4.61,broken clouds
694,Mahanoro,MG,-19.9,48.8,75.31,86,80,7.29,broken clouds
695,Makueni,KE,-1.8041,37.6203,67.86,80,61,1.43,broken clouds
696,Mao,ES,39.8885,4.2658,46.4,87,0,3.44,clear sky
697,Pong,TH,19.1493,100.2752,90.0,62,0,5.75,clear sky
698,Sosnovo-Ozerskoye,RU,52.5249,111.5418,36.57,27,98,15.48,overcast clouds
699,Lebowakgomo,ZA,-24.2,29.5,64.4,39,0,8.05,clear sky
700,Mattru,SL,7.6244,-11.8332,74.48,89,95,2.06,overcast clouds
701,Tuatapere,NZ,-46.1333,167.6833,53.01,90,97,1.01,overcast clouds
702,Sorland,NO,67.667,12.6934,33.8,69,75,17.27,broken clouds
703,Tayu,ID,-6.5397,111.0518,85.03,70,40,3.96,scattered clouds
704,Nara,JP,34.6851,135.8049,66.0,59,75,19.57,broken clouds
705,Udachnyy,RU,66.4167,112.4,28.27,81,55,7.94,broken clouds
